index,query,_id,_score,name,pathway,symbol,notfound
333,ENSG00000124181,5335,19.61366,phospholipase C gamma 1,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-1169408', 'name': 'ISG15 antiviral mechanism'}, {'id': 'R-HSA-1169410', 'name': 'Antiviral mechanism by IFN-stimulated genes'}, {'id': 'R-HSA-1226099', 'name': 'Signaling by FGFR in disease'}, {'id': 'R-HSA-1227986', 'name': 'Signaling by ERBB2'}, {'id': 'R-HSA-1236382', 'name': 'Constitutive Signaling by Ligand-Responsive EGFR Cancer Variants'}, {'id': 'R-HSA-1251932', 'name': 'PLCG1 events in ERBB2 signaling'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-1430728', 'name': 'Metabolism'}, {'id': 'R-HSA-1483249', 'name': 'Inositol phosphate metabolism'}, {'id': 'R-HSA-1489509', 'name': 'DAG and IP3 signaling'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-1643713', 'name': 'Signaling by EGFR in Cancer'}, {'id': 'R-HSA-166520', 'name': 'Signaling by NTRKs'}, {'id': 'R-HSA-166520', 'name': 'Signaling by NTRKs'}, {'id': 'R-HSA-167021', 'name': 'PLC-gamma1 signalling'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168249', 'name': 'Innate Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-177929', 'name': 'Signaling by EGFR'}, {'id': 'R-HSA-1855204', 'name': 'Synthesis of IP3 and IP4 in the cytosol'}, {'id': 'R-HSA-186763', 'name': 'Downstream signal transduction'}, {'id': 'R-HSA-186797', 'name': 'Signaling by PDGF'}, {'id': 'R-HSA-187037', 'name': 'Signaling by NTRK1 (TRKA)'}, {'id': 'R-HSA-190236', 'name': 'Signaling by FGFR'}, {'id': 'R-HSA-194138', 'name': 'Signaling by VEGF'}, {'id': 'R-HSA-194138', 'name': 'Signaling by VEGF'}, {'id': 'R-HSA-202403', 'name': 'TCR signaling'}, {'id': 'R-HSA-202433', 'name': 'Generation of second messenger molecules'}, {'id': 'R-HSA-202733', 'name': 'Cell surface interactions at the vascular wall'}, {'id': 'R-HSA-2029480', 'name': 'Fcgamma receptor (FCGR) dependent phagocytosis'}, {'id': 'R-HSA-2029480', 'name': 'Fcgamma receptor (FCGR) dependent phagocytosis'}, {'id': 'R-HSA-2029485', 'name': 'Role of phospholipids in phagocytosis'}, {'id': 'R-HSA-2029485', 'name': 'Role of phospholipids in phagocytosis'}, {'id': 'R-HSA-210990', 'name': 'PECAM1 interactions'}, {'id': 'R-HSA-212718', 'name': 'EGFR interacts with phospholipase C-gamma'}, {'id': 'R-HSA-2172127', 'name': 'DAP12 interactions'}, {'id': 'R-HSA-2424491', 'name': 'DAP12 signaling'}, {'id': 'R-HSA-2454202', 'name': 'Fc epsilon receptor (FCERI) signaling'}, {'id': 'R-HSA-2454202', 'name': 'Fc epsilon receptor (FCERI) signaling'}, {'id': 'R-HSA-2871796', 'name': 'FCERI mediated MAPK activation'}, {'id': 'R-HSA-2871809', 'name': 'FCERI mediated Ca+2 mobilization'}, {'id': 'R-HSA-2871809', 'name': 'FCERI mediated Ca+2 mobilization'}, {'id': 'R-HSA-373752', 'name': 'Netrin-1 signaling'}, {'id': 'R-HSA-418890', 'name': 'Role of second messengers in netrin-1 signaling'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-422475', 'name': 'Axon guidance'}, {'id': 'R-HSA-4420097', 'name': 'VEGFA-VEGFR2 Pathway'}, {'id': 'R-HSA-4420097', 'name': 'VEGFA-VEGFR2 Pathway'}, {'id': 'R-HSA-5218921', 'name': 'VEGFR2 mediated cell proliferation'}, {'id': 'R-HSA-5218921', 'name': 'VEGFR2 mediated cell proliferation'}, {'id': 'R-HSA-5637810', 'name': 'Constitutive Signaling by EGFRvIII'}, {'id': 'R-HSA-5637812', 'name': 'Signaling by EGFRvIII in Cancer'}, {'id': 'R-HSA-5637815', 'name': 'Signaling by Ligand-Responsive EGFR Variants in Cancer'}, {'id': 'R-HSA-5654219', 'name': 'Phospholipase C-mediated cascade: FGFR1'}, {'id': 'R-HSA-5654221', 'name': 'Phospholipase C-mediated cascade; FGFR2'}, {'id': 'R-HSA-5654227', 'name': 'Phospholipase C-mediated cascade; FGFR3'}, {'id': 'R-HSA-5654228', 'name': 'Phospholipase C-mediated cascade; FGFR4'}, {'id': 'R-HSA-5654687', 'name': 'Downstream signaling of activated FGFR1'}, {'id': 'R-HSA-5654696', 'name': 'Downstream signaling of activated FGFR2'}, {'id': 'R-HSA-5654708', 'name': 'Downstream signaling of activated FGFR3'}, {'id': 'R-HSA-5654716', 'name': 'Downstream signaling of activated FGFR4'}, {'id': 'R-HSA-5654736', 'name': 'Signaling by FGFR1'}, {'id': 'R-HSA-5654738', 'name': 'Signaling by FGFR2'}, {'id': 'R-HSA-5654741', 'name': 'Signaling by FGFR3'}, {'id': 'R-HSA-5654743', 'name': 'Signaling by FGFR4'}, {'id': 'R-HSA-5655253', 'name': 'Signaling by FGFR2 in disease'}, {'id': 'R-HSA-5655291', 'name': 'Signaling by FGFR4 in disease'}, {'id': 'R-HSA-5655302', 'name': 'Signaling by FGFR1 in disease'}, {'id': 'R-HSA-5655332', 'name': 'Signaling by FGFR3 in disease'}, {'id': 'R-HSA-5663202', 'name': 'Diseases of signal transduction'}, {'id': 'R-HSA-8853338', 'name': 'Signaling by FGFR3 point mutants in cancer'}, {'id': 'R-HSA-8853659', 'name': 'RET signaling'}, {'id': 'R-HSA-9006115', 'name': 'Signaling by NTRK2 (TRKB)'}, {'id': 'R-HSA-9006115', 'name': 'Signaling by NTRK2 (TRKB)'}, {'id': 'R-HSA-9006335', 'name': 'Signaling by Erythropoietin'}, {'id': 'R-HSA-9006925', 'name': 'Intracellular signaling by second messengers'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9026527', 'name': 'Activated NTRK2 signals through PLCG1'}, {'id': 'R-HSA-9026527', 'name': 'Activated NTRK2 signals through PLCG1'}, {'id': 'R-HSA-9027277', 'name': 'Erythropoietin activates Phospholipase C gamma (PLCG)'}, {'id': 'R-HSA-9034015', 'name': 'Signaling by NTRK3 (TRKC)'}, {'id': 'R-HSA-9034015', 'name': 'Signaling by NTRK3 (TRKC)'}, {'id': 'R-HSA-9034793', 'name': 'Activated NTRK3 signals through PLCG1'}, {'id': 'R-HSA-9034793', 'name': 'Activated NTRK3 signals through PLCG1'}, {'id': 'R-HSA-913531', 'name': 'Interferon Signaling'}]}",PLCG1,
335,ENSG00000246705,55766,20.590776,H2A.J histone,"{'reactome': [{'id': 'R-HSA-110328', 'name': 'Recognition and association of DNA glycosylase with site containing an affected pyrimidine'}, {'id': 'R-HSA-110329', 'name': 'Cleavage of the damaged pyrimidine '}, {'id': 'R-HSA-110330', 'name': 'Recognition and association of DNA glycosylase with site containing an affected purine'}, {'id': 'R-HSA-110330', 'name': 'Recognition and association of DNA glycosylase with site containing an affected purine'}, {'id': 'R-HSA-110331', 'name': 'Cleavage of the damaged purine'}, {'id': 'R-HSA-110331', 'name': 'Cleavage of the damaged purine'}, {'id': 'R-HSA-1221632', 'name': 'Meiotic synapsis'}, {'id': 'R-HSA-1266738', 'name': 'Developmental Biology'}, {'id': 'R-HSA-1474165', 'name': 'Reproduction'}, {'id': 'R-HSA-1500620', 'name': 'Meiosis'}, {'id': 'R-HSA-157118', 'name': 'Signaling by NOTCH'}, {'id': 'R-HSA-157579', 'name': 'Telomere Maintenance'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1640170', 'name': 'Cell Cycle'}, {'id': 'R-HSA-1640170', 'name': 'Cell Cycle'}, {'id': 'R-HSA-171306', 'name': 'Packaging Of Telomere Ends'}, {'id': 'R-HSA-1912408', 'name': 'Pre-NOTCH Transcription and Translation'}, {'id': 'R-HSA-1912422', 'name': 'Pre-NOTCH Expression and Processing'}, {'id': 'R-HSA-194315', 'name': 'Signaling by Rho GTPases'}, {'id': 'R-HSA-195258', 'name': 'RHO GTPase Effectors'}, {'id': 'R-HSA-195721', 'name': 'Signaling by WNT'}, {'id': 'R-HSA-195721', 'name': 'Signaling by WNT'}, {'id': 'R-HSA-201681', 'name': 'TCF dependent signaling in response to WNT'}, {'id': 'R-HSA-201681', 'name': 'TCF dependent signaling in response to WNT'}, {'id': 'R-HSA-201722', 'name': 'Formation of the beta-catenin:TCF transactivating complex'}, {'id': 'R-HSA-201722', 'name': 'Formation of the beta-catenin:TCF transactivating complex'}, {'id': 'R-HSA-211000', 'name': 'Gene Silencing by RNA'}, {'id': 'R-HSA-212165', 'name': 'Epigenetic regulation of gene expression'}, {'id': 'R-HSA-212165', 'name': 'Epigenetic regulation of gene expression'}, {'id': 'R-HSA-212300', 'name': 'PRC2 methylates histones and DNA'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-2262752', 'name': 'Cellular responses to stress'}, {'id': 'R-HSA-2299718', 'name': 'Condensation of Prophase Chromosomes'}, {'id': 'R-HSA-2559580', 'name': 'Oxidative Stress Induced Senescence'}, {'id': 'R-HSA-2559582', 'name': 'Senescence-Associated Secretory Phenotype (SASP)'}, {'id': 'R-HSA-2559583', 'name': 'Cellular Senescence'}, {'id': 'R-HSA-2559586', 'name': 'DNA Damage/Telomere Stress Induced Senescence'}, {'id': 'R-HSA-3214858', 'name': 'RMTs methylate histone arginines'}, {'id': 'R-HSA-3247509', 'name': 'Chromatin modifying enzymes'}, {'id': 'R-HSA-427359', 'name': 'SIRT1 negatively regulates rRNA expression'}, {'id': 'R-HSA-427389', 'name': 'ERCC6 (CSB) and EHMT2 (G9a) positively regulate rRNA expression'}, {'id': 'R-HSA-427413', 'name': 'NoRC negatively regulates rRNA expression'}, {'id': 'R-HSA-427413', 'name': 'NoRC negatively regulates rRNA expression'}, {'id': 'R-HSA-4839726', 'name': 'Chromatin organization'}, {'id': 'R-HSA-5250913', 'name': 'Positive epigenetic regulation of rRNA expression'}, {'id': 'R-HSA-5250913', 'name': 'Positive epigenetic regulation of rRNA expression'}, {'id': 'R-HSA-5250924', 'name': 'B-WICH complex positively regulates rRNA expression'}, {'id': 'R-HSA-5250941', 'name': 'Negative epigenetic regulation of rRNA expression'}, {'id': 'R-HSA-5250941', 'name': 'Negative epigenetic regulation of rRNA expression'}, {'id': 'R-HSA-5334118', 'name': 'DNA methylation'}, {'id': 'R-HSA-5578749', 'name': 'Transcriptional regulation by small RNAs'}, {'id': 'R-HSA-5617472', 'name': 'Activation of anterior HOX genes in hindbrain development during early embryogenesis'}, {'id': 'R-HSA-5619507', 'name': 'Activation of HOX genes during differentiation'}, {'id': 'R-HSA-5625740', 'name': 'RHO GTPases activate PKNs'}, {'id': 'R-HSA-5625886', 'name': 'Activated PKN1 stimulates transcription of AR (androgen receptor) regulated genes KLK2 and KLK3'}, {'id': 'R-HSA-606279', 'name': 'Deposition of new CENPA-containing nucleosomes at the centromere'}, {'id': 'R-HSA-68875', 'name': 'Mitotic Prophase'}, {'id': 'R-HSA-68886', 'name': 'M Phase'}, {'id': 'R-HSA-69278', 'name': 'Cell Cycle, Mitotic'}, {'id': 'R-HSA-73728', 'name': 'RNA Polymerase I Promoter Opening'}, {'id': 'R-HSA-73772', 'name': 'RNA Polymerase I Promoter Escape'}, {'id': 'R-HSA-73854', 'name': 'RNA Polymerase I Promoter Clearance'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-73864', 'name': 'RNA Polymerase I Transcription'}, {'id': 'R-HSA-73884', 'name': 'Base Excision Repair'}, {'id': 'R-HSA-73884', 'name': 'Base Excision Repair'}, {'id': 'R-HSA-73886', 'name': 'Chromosome Maintenance'}, {'id': 'R-HSA-73894', 'name': 'DNA Repair'}, {'id': 'R-HSA-73894', 'name': 'DNA Repair'}, {'id': 'R-HSA-73927', 'name': 'Depurination'}, {'id': 'R-HSA-73927', 'name': 'Depurination'}, {'id': 'R-HSA-73928', 'name': 'Depyrimidination'}, {'id': 'R-HSA-73929', 'name': 'Base-Excision Repair, AP Site Formation'}, {'id': 'R-HSA-73929', 'name': 'Base-Excision Repair, AP Site Formation'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-774815', 'name': 'Nucleosome assembly'}, {'id': 'R-HSA-8878171', 'name': 'Transcriptional regulation by RUNX1'}, {'id': 'R-HSA-8878171', 'name': 'Transcriptional regulation by RUNX1'}, {'id': 'R-HSA-8936459', 'name': 'RUNX1 regulates genes involved in megakaryocyte differentiation and platelet function'}, {'id': 'R-HSA-8939211', 'name': 'ESR-mediated signaling'}, {'id': 'R-HSA-8939236', 'name': 'RUNX1 regulates transcription of genes involved in differentiation of HSCs'}, {'id': 'R-HSA-8953897', 'name': 'Cellular responses to external stimuli'}, {'id': 'R-HSA-9006931', 'name': 'Signaling by Nuclear Receptors'}, {'id': 'R-HSA-9018519', 'name': 'Estrogen-dependent gene expression'}, {'id': 'R-HSA-912446', 'name': 'Meiotic recombination'}, {'id': 'R-HSA-9616222', 'name': 'Transcriptional regulation of granulopoiesis'}]}",H2AJ,
337,ENSG00000166483,7465,19.301443,WEE1 G2 checkpoint kinase,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-156711', 'name': 'Polo-like kinase mediated events'}, {'id': 'R-HSA-1640170', 'name': 'Cell Cycle'}, {'id': 'R-HSA-1640170', 'name': 'Cell Cycle'}, {'id': 'R-HSA-453274', 'name': 'Mitotic G2-G2/M phases'}, {'id': 'R-HSA-453274', 'name': 'Mitotic G2-G2/M phases'}, {'id': 'R-HSA-453279', 'name': 'Mitotic G1-G1/S phases'}, {'id': 'R-HSA-69202', 'name': 'Cyclin E associated events during G1/S transition '}, {'id': 'R-HSA-69206', 'name': 'G1/S Transition'}, {'id': 'R-HSA-69242', 'name': 'S Phase'}, {'id': 'R-HSA-69273', 'name': 'Cyclin A/B1/B2 associated events during G2/M transition'}, {'id': 'R-HSA-69273', 'name': 'Cyclin A/B1/B2 associated events during G2/M transition'}, {'id': 'R-HSA-69275', 'name': 'G2/M Transition'}, {'id': 'R-HSA-69275', 'name': 'G2/M Transition'}, {'id': 'R-HSA-69278', 'name': 'Cell Cycle, Mitotic'}, {'id': 'R-HSA-69278', 'name': 'Cell Cycle, Mitotic'}, {'id': 'R-HSA-69473', 'name': 'G2/M DNA damage checkpoint'}, {'id': 'R-HSA-69473', 'name': 'G2/M DNA damage checkpoint'}, {'id': 'R-HSA-69478', 'name': 'G2/M DNA replication checkpoint'}, {'id': 'R-HSA-69481', 'name': 'G2/M Checkpoints'}, {'id': 'R-HSA-69481', 'name': 'G2/M Checkpoints'}, {'id': 'R-HSA-69620', 'name': 'Cell Cycle Checkpoints'}, {'id': 'R-HSA-69620', 'name': 'Cell Cycle Checkpoints'}, {'id': 'R-HSA-69656', 'name': 'Cyclin A:Cdk2-associated events at S phase entry'}, {'id': 'R-HSA-75035', 'name': 'Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex'}, {'id': 'R-HSA-75035', 'name': 'Chk1/Chk2(Cds1) mediated inactivation of Cyclin B:Cdk1 complex'}, {'id': 'R-HSA-983231', 'name': 'Factors involved in megakaryocyte development and platelet production'}]}",WEE1,
338,ENSG00000167705,83547,20.002762,Rab interacting lysosomal protein,"{'reactome': [{'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-2132295', 'name': 'MHC class II antigen presentation'}]}",RILP,
340,ENSG00000011028,9902,20.002016,mannose receptor C type 2,"{'reactome': [{'id': 'R-HSA-1236975', 'name': 'Antigen processing-Cross presentation'}, {'id': 'R-HSA-1236975', 'name': 'Antigen processing-Cross presentation'}, {'id': 'R-HSA-1236978', 'name': 'Cross-presentation of soluble exogenous antigens (endosomes)'}, {'id': 'R-HSA-1236978', 'name': 'Cross-presentation of soluble exogenous antigens (endosomes)'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-1280218', 'name': 'Adaptive Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-983169', 'name': 'Class I MHC mediated antigen processing & presentation'}, {'id': 'R-HSA-983169', 'name': 'Class I MHC mediated antigen processing & presentation'}]}",MRC2,
341,ENSG00000092096,51310,20.486055,solute carrier family 22 member 17,"{'reactome': [{'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-382551', 'name': 'Transport of small molecules'}, {'id': 'R-HSA-917937', 'name': 'Iron uptake and transport'}, {'id': 'R-HSA-917937', 'name': 'Iron uptake and transport'}]}",SLC22A17,
342,ENSG00000092969,7042,19.028868,transforming growth factor beta 2,"{'reactome': [{'id': 'R-HSA-109582', 'name': 'Hemostasis'}, {'id': 'R-HSA-114608', 'name': 'Platelet degranulation '}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1566948', 'name': 'Elastic fibre formation'}, {'id': 'R-HSA-2129379', 'name': 'Molecules associated with elastic fibres'}, {'id': 'R-HSA-3000178', 'name': 'ECM proteoglycans'}, {'id': 'R-HSA-76002', 'name': 'Platelet activation, signaling and aggregation'}, {'id': 'R-HSA-76005', 'name': 'Response to elevated platelet cytosolic Ca2+'}]}",TGFB2,
343,ENSG00000204291,1306,20.601915,collagen type XV alpha 1 chain,"{'reactome': [{'id': 'R-HSA-1442490', 'name': 'Collagen degradation'}, {'id': 'R-HSA-1474228', 'name': 'Degradation of the extracellular matrix'}, {'id': 'R-HSA-1474244', 'name': 'Extracellular matrix organization'}, {'id': 'R-HSA-1474290', 'name': 'Collagen formation'}, {'id': 'R-HSA-1650814', 'name': 'Collagen biosynthesis and modifying enzymes'}, {'id': 'R-HSA-2022090', 'name': 'Assembly of collagen fibrils and other multimeric structures'}, {'id': 'R-HSA-8948216', 'name': 'Collagen chain trimerization'}]}",COL15A1,
344,ENSG00000152583,8404,20.506136,SPARC like 1,"{'reactome': [{'id': 'R-HSA-381426', 'name': 'Regulation of Insulin-like Growth Factor (IGF) transport and uptake by Insulin-like Growth Factor Binding Proteins (IGFBPs)'}, {'id': 'R-HSA-392499', 'name': 'Metabolism of proteins'}, {'id': 'R-HSA-597592', 'name': 'Post-translational protein modification'}, {'id': 'R-HSA-8957275', 'name': 'Post-translational protein phosphorylation'}]}",SPARCL1,
348,ENSG00000155760,8324,19.679132,frizzled class receptor 7,"{'reactome': [{'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-195721', 'name': 'Signaling by WNT'}, {'id': 'R-HSA-195721', 'name': 'Signaling by WNT'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-373080', 'name': 'Class B/2 (Secretin family receptors)'}, {'id': 'R-HSA-3858494', 'name': 'Beta-catenin independent WNT signaling'}, {'id': 'R-HSA-3858494', 'name': 'Beta-catenin independent WNT signaling'}, {'id': 'R-HSA-4086400', 'name': 'PCP/CE pathway'}, {'id': 'R-HSA-4086400', 'name': 'PCP/CE pathway'}, {'id': 'R-HSA-4608870', 'name': 'Asymmetric localization of PCP proteins'}, {'id': 'R-HSA-500792', 'name': 'GPCR ligand binding'}]}",FZD7,
350,ENSG00000113070,1839,19.302734,heparin binding EGF like growth factor,"{'reactome': [{'id': 'R-HSA-1227986', 'name': 'Signaling by ERBB2'}, {'id': 'R-HSA-1227986', 'name': 'Signaling by ERBB2'}, {'id': 'R-HSA-1236394', 'name': 'Signaling by ERBB4'}, {'id': 'R-HSA-1236394', 'name': 'Signaling by ERBB4'}, {'id': 'R-HSA-1250196', 'name': 'SHC1 events in ERBB2 signaling'}, {'id': 'R-HSA-1250196', 'name': 'SHC1 events in ERBB2 signaling'}, {'id': 'R-HSA-1250342', 'name': 'PI3K events in ERBB4 signaling'}, {'id': 'R-HSA-1250347', 'name': 'SHC1 events in ERBB4 signaling'}, {'id': 'R-HSA-1251985', 'name': 'Nuclear signaling by ERBB4'}, {'id': 'R-HSA-1257604', 'name': 'PIP3 activates AKT signaling'}, {'id': 'R-HSA-1280215', 'name': 'Cytokine Signaling in Immune system'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-162582', 'name': 'Signal Transduction'}, {'id': 'R-HSA-1643685', 'name': 'Disease'}, {'id': 'R-HSA-1643713', 'name': 'Signaling by EGFR in Cancer'}, {'id': 'R-HSA-168256', 'name': 'Immune System'}, {'id': 'R-HSA-177929', 'name': 'Signaling by EGFR'}, {'id': 'R-HSA-179812', 'name': 'GRB2 events in EGFR signaling'}, {'id': 'R-HSA-180292', 'name': 'GAB1 signalosome'}, {'id': 'R-HSA-180336', 'name': 'SHC1 events in EGFR signaling'}, {'id': 'R-HSA-182971', 'name': 'EGFR downregulation'}, {'id': 'R-HSA-1963640', 'name': 'GRB2 events in ERBB2 signaling'}, {'id': 'R-HSA-1963642', 'name': 'PI3K events in ERBB2 signaling'}, {'id': 'R-HSA-199418', 'name': 'Negative regulation of the PI3K/AKT network'}, {'id': 'R-HSA-199991', 'name': 'Membrane Trafficking'}, {'id': 'R-HSA-212718', 'name': 'EGFR interacts with phospholipase C-gamma'}, {'id': 'R-HSA-2179392', 'name': 'EGFR Transactivation by Gastrin'}, {'id': 'R-HSA-2179392', 'name': 'EGFR Transactivation by Gastrin'}, {'id': 'R-HSA-2219528', 'name': 'PI3K/AKT Signaling in Cancer'}, {'id': 'R-HSA-2219530', 'name': 'Constitutive Signaling by Aberrant PI3K in Cancer'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-372790', 'name': 'Signaling by GPCR'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-388396', 'name': 'GPCR downstream signalling'}, {'id': 'R-HSA-416476', 'name': 'G alpha (q) signalling events'}, {'id': 'R-HSA-416476', 'name': 'G alpha (q) signalling events'}, {'id': 'R-HSA-5336415', 'name': 'Uptake and function of diphtheria toxin'}, {'id': 'R-HSA-5339562', 'name': 'Uptake and actions of bacterial toxins'}, {'id': 'R-HSA-5638302', 'name': 'Signaling by Overexpressed Wild-Type EGFR in Cancer'}, {'id': 'R-HSA-5638303', 'name': 'Inhibition of Signaling by Overexpressed EGFR'}, {'id': 'R-HSA-5653656', 'name': 'Vesicle-mediated transport'}, {'id': 'R-HSA-5663202', 'name': 'Diseases of signal transduction'}, {'id': 'R-HSA-5663205', 'name': 'Infectious disease'}, {'id': 'R-HSA-5673001', 'name': 'RAF/MAP kinase cascade'}, {'id': 'R-HSA-5683057', 'name': 'MAPK family signaling cascades'}, {'id': 'R-HSA-5684996', 'name': 'MAPK1/MAPK3 signaling'}, {'id': 'R-HSA-6785631', 'name': 'ERBB2 Regulates Cell Motility'}, {'id': 'R-HSA-6811558', 'name': 'PI5P, PP2A and IER3 Regulate PI3K/AKT Signaling'}, {'id': 'R-HSA-881907', 'name': 'Gastrin-CREB signalling pathway via PKC and MAPK'}, {'id': 'R-HSA-881907', 'name': 'Gastrin-CREB signalling pathway via PKC and MAPK'}, {'id': 'R-HSA-8847993', 'name': 'ERBB2 Activates PTK6 Signaling'}, {'id': 'R-HSA-8848021', 'name': 'Signaling by PTK6'}, {'id': 'R-HSA-8856825', 'name': 'Cargo recognition for clathrin-mediated endocytosis'}, {'id': 'R-HSA-8856828', 'name': 'Clathrin-mediated endocytosis'}, {'id': 'R-HSA-8857538', 'name': 'PTK6 promotes HIF1A stabilization'}, {'id': 'R-HSA-8863795', 'name': 'Downregulation of ERBB2 signaling'}, {'id': 'R-HSA-8939211', 'name': 'ESR-mediated signaling'}, {'id': 'R-HSA-9006925', 'name': 'Intracellular signaling by second messengers'}, {'id': 'R-HSA-9006927', 'name': 'Signaling by Non-Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9006931', 'name': 'Signaling by Nuclear Receptors'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9006934', 'name': 'Signaling by Receptor Tyrosine Kinases'}, {'id': 'R-HSA-9009391', 'name': 'Extra-nuclear estrogen signaling'}, {'id': 'R-HSA-9607240', 'name': 'FLT3 Signaling'}, {'id': 'R-HSA-9634638', 'name': 'Estrogen-dependent nuclear events downstream of ESR-membrane signaling'}]}",HBEGF,
353,ENSG00000124813,860,20.486055,RUNX family transcription factor 2,"{'reactome': [{'id': 'R-HSA-2032785', 'name': 'YAP1- and WWTR1 (TAZ)-stimulated gene expression'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-212436', 'name': 'Generic Transcription Pathway'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-73857', 'name': 'RNA Polymerase II Transcription'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-74160', 'name': 'Gene expression (Transcription)'}, {'id': 'R-HSA-8878166', 'name': 'Transcriptional regulation by RUNX2'}, {'id': 'R-HSA-8878166', 'name': 'Transcriptional regulation by RUNX2'}, {'id': 'R-HSA-8878171', 'name': 'Transcriptional regulation by RUNX1'}, {'id': 'R-HSA-8939246', 'name': 'RUNX1 regulates transcription of genes involved in differentiation of myeloid cells'}, {'id': 'R-HSA-8939902', 'name': 'Regulation of RUNX2 expression and activity'}, {'id': 'R-HSA-8939902', 'name': 'Regulation of RUNX2 expression and activity'}, {'id': 'R-HSA-8940973', 'name': 'RUNX2 regulates osteoblast differentiation'}, {'id': 'R-HSA-8940973', 'name': 'RUNX2 regulates osteoblast differentiation'}, {'id': 'R-HSA-8941284', 'name': 'RUNX2 regulates chondrocyte maturation'}, {'id': 'R-HSA-8941326', 'name': 'RUNX2 regulates bone development'}, {'id': 'R-HSA-8941326', 'name': 'RUNX2 regulates bone development'}, {'id': 'R-HSA-8941332', 'name': 'RUNX2 regulates genes involved in cell migration'}, {'id': 'R-HSA-8941332', 'name': 'RUNX2 regulates genes involved in cell migration'}, {'id': 'R-HSA-8941333', 'name': 'RUNX2 regulates genes involved in differentiation of myeloid cells'}]}",RUNX2,
